"CompoundID","MACCSKeysFingerprints"
"Cmpd31","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 3 0 0 0 20 0 0 0 2 0 0 5 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 3 0 0 0 0 0 0 2 2 10 0 2 0 2 2 0 0 10 6 0 2 0 0 0 0 2 0 2 10 0 0 2 2 2 1"
"Cmpd32","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 2 0 0 0 0 4 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 1 1 4 0 0 0 0 2 0 2 2 4 0 2 0 0 0 4 0 0 0 0 2 0 2 2 2 4 2 2 4 0 2 0 0 4 0 1"
"Cmpd33","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 2 4 0 0 0 2 0 0 2 4 0 0 0 0 0 4 1 0 0 0 0 0 0 2 2 0 2 0 4 0 0 0 0 4 0 1"
"Cmpd34","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 2 0 0 2 3 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 3 0 0 1 4 2 2 3 2 0 1 0 0 1 0 0 0 3 2 2 1 0 0 2 0 4 4 3 0 0 0 0 2 4 1 0 0 1 2 0 0 2 0 0 0 2 0 2 4 4 1 0 0 3 0 2 1 0 0 5 2 0 0 0 2 4 2 4 6 2 4 2 1 3 6 0 1 2 1 1 3 2 2 2 14 4 7 6 2 4 0 3 6 3 1"
"Cmpd35","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 1 1 1 0 0 2 0 1 0 0 0 0 0 0 1 0 0 0 4 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 0 0 0 2 0 1 4 6 1 1 0 0 0 6 0 0 1 0 1 3 1 2 1 4 4 2 6 1 1 0 0 6 0 1"
"Cmpd36","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 1 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 3 2 0 0 0 2 0 0 2 4 0 1 0 0 0 4 1 0 0 0 1 0 0 2 2 2 2 1 4 0 1 0 0 4 0 1"
"Cmpd37","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 4 2 2 0 0 5 0 0 0 0 0 0 0 0 4 0 0 0 0 0 2 3 0 0 0 0 0 2 1 0 0 0 0 2 0 0 0 0 2 0 0 6 3 0 0 0 4 0 2 2 6 0 3 0 0 0 6 1 0 0 0 3 0 2 4 4 8 2 5 6 0 3 0 0 6 0 1"
"Cmpd38","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 3 0 0 0 0 3 0 0 0 0 0 0 4 0 1 0 1 0 1 0 0 1 1 0 2 1 0 0 1 0 0 0 0 3 4 0 4 0 3 1 4 3 6 0 0 0 4 0 3 2 10 2 1 0 0 0 10 1 1 2 0 1 1 3 3 6 2 7 1 10 2 1 0 0 10 0 1"
"Cmpd39","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 2 0 0 0 1 0 1 1 2 0 1 0 0 0 2 0 0 0 0 1 0 1 1 1 0 1 1 2 0 1 0 0 2 0 1"
"Cmpd40","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 1 0 0 3 0 0 0 0 3 2 0 0 11 0 0 0 4 0 0 4 6 0 5 0 0 0 0 0 0 0 0 1 3 3 0 2 3 0 0 0 0 0 0 2 2 4 0 1 0 2 2 5 0 4 5 0 2 0 0 3 0 2 0 2 4 0 0 2 2 3 1"
"Cmpd41","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 1 2 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 1 0 1 0 0 0 2 0 0 0 0 1 1 1 2 3 1 1 1 3 1 3 0 0 1 3 0 1 1 1 1 2 2 1 3 1 1 0 1 3 1 1"
"Cmpd42","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 0 0 0 2 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 3 2 0 0 0 1 0 1 1 2 1 3 0 0 0 2 0 1 1 0 2 0 1 1 1 3 1 4 2 1 3 0 0 2 0 1"
"Cmpd43","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 1 2 2 1 0 0 0 2 0 0 2 0 1 0 0 1 1 2 1 1 2 2 1 0 0 2 0 1"
"Cmpd44","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 1 0 0 0 0 0 2 0 0 0 0 2 1 0 0 4 0 0 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 2 0 0 0 0 0 3 0 0 0 0 1 1 0 1 2 0 2 0 0 1 2 0 0 0 0 2 0 0 1 1 4 1 3 2 0 2 0 1 2 2 1"
"Cmpd45","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 1 0 1 1 2 0 1 0 0 0 2 0 0 0 0 1 0 1 1 1 2 1 1 2 0 1 0 0 2 0 1"
"Cmpd46","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 2 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 1 3 2 3 0 4 1 0 2 1 1 0 0 1 0 1 0 0 0 0 0 1 0 2 2 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 2 0 1 3 4 3 1 0 0 2 0 0 1 0 0 2 1 1 0 1 0 4 2 1 1 2 4 0 3 1 1 1 1 2 3 1 0 2 0 3 8 1 5 1 2 4 0 1 1 2 1"
"Cmpd47","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 4 0 0 0 0 2 2 0 0 13 0 0 0 3 0 0 1 3 0 4 0 0 0 0 0 0 0 0 1 4 4 0 1 2 0 0 0 0 0 0 1 1 5 0 1 0 2 1 4 0 5 5 0 1 0 0 0 0 1 0 1 5 0 0 2 1 3 1"
"Cmpd48","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 0 8 0 0 0 0 1 0 0 0 0 4 7 0 1 2 0 0 0 1 0 0 1 2 1 0 0 0 0 2 8 0 1 0 0 0 0 1 12 0 1 0 2 1 0 0 0 2 0 1"
"Cmpd49","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 4 3 0 0 0 2 0 0 0 0 0 0 0 0 2 0 1 0 0 0 1 2 0 0 0 0 0 1 2 0 0 0 0 1 0 0 0 0 0 0 0 4 0 0 0 0 2 0 1 1 3 0 3 0 0 0 3 2 0 0 0 3 0 1 2 3 5 1 4 3 0 3 0 0 3 0 1"
"Cmpd50","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 2 3 1 1 0 0 0 3 0 0 1 0 1 1 0 1 0 2 2 1 3 1 1 0 0 3 0 1"
"Cmpd51","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 4 0 0 2 0 1 0 0 1 2 0 0 2 0 0 0 0 2 0 0 8 0 0 0 2 0 0 8 0 0 2 3 4 3 4 4 0 0 4 2 2 0 0 0 13 5 2 3 0 0 2 3 5 3 3 0 0 8 0 0 2 2 0 0 0 3 0 2 0 0 0 0 3 0 3 7 5 2 0 8 2 3 4 0 0 8 8 2 3 0 1 3 7 2 6 14 0 7 4 0 2 14 0 4 0 6 2 6 2 1 2 14 10 11 14 0 7 0 2 14 5 1"
"Cmpd52","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 3 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 3 2 3 4 3 0 0 0 1 0 0 0 0 0 3 1 2 0 0 3 0 3 4 4 0 0 0 0 2 2 1 0 0 0 2 2 0 1 0 0 0 2 1 3 4 4 0 2 0 3 0 1 0 0 0 6 2 2 0 2 4 4 1 2 6 0 7 1 0 3 6 1 0 0 0 4 0 1 4 3 18 2 10 6 0 7 0 3 6 3 1"
"Cmpd53","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 2 0 0 0 0 1 0 0 0 0 1 5 0 1 2 0 0 0 1 0 0 1 2 1 0 0 0 0 2 2 0 1 0 0 0 0 1 8 0 1 0 2 1 0 0 0 2 0 1"
"Cmpd54","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 1 2 1 1 0 0 0 2 0 0 1 0 1 0 0 1 0 2 1 1 2 1 1 0 0 2 0 1"
"Cmpd55","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 1 2 2 1 0 0 0 2 0 0 2 0 1 0 0 1 0 2 1 1 2 2 1 0 0 2 0 1"
"Cmpd56","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 8 1 0 0 1 0 0 3 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 5 0 0 0 1 1 2 0 5 3 0 0 1 0 1 0 1 0 1 5 0 0 1 1 1 1"
"Cmpd57","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 3 0 0 0 0 0 2 0 0 9 0 0 0 1 2 0 8 9 0 7 0 1 0 0 0 0 1 0 1 8 6 0 1 2 0 0 0 0 1 0 1 2 8 0 1 6 2 2 7 0 8 3 0 3 0 0 9 0 3 0 2 8 0 0 2 2 2 1"
"Cmpd58","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 4 0 1 0 0 0 2 0 0 0 0 0 0 1 1 2 0 0 0 1 0 1 1 2 0 0 0 0 0 0 0 0 1 2 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 1 0 1 0 1 0 3 0 0 0 0 0 1 2 3 3 1 1 1 3 1 3 0 0 1 3 0 1 2 0 2 2 3 1 3 1 1 0 1 3 1 1"
"Cmpd59","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 2 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 2 0 0 1 1 0 0 0 3 3 1 1 2 0 0 0 1 2 1 1 2 0 0 0 0 0 2 4 0 0 0 0 0 1 1 4 0 1 0 2 0 0 0 0 2 1 1"
"Cmpd60","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 1 2 2 1 0 0 0 2 0 0 2 0 1 0 0 1 1 2 1 1 2 2 1 0 0 2 0 1"
"Cmpd61","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 3 0 2 0 3 0 0 0 0 3 0 0 0 1 0 1 2 0 0 0 0 0 1 0 0 0 0 0 2 0 1 1 0 0 0 0 3 2 0 0 0 3 0 0 1 5 1 2 0 0 1 5 0 0 1 0 2 0 0 3 2 6 3 3 5 1 2 0 1 5 1 1"
"Cmpd62","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 3 0 0 0 0 2 2 0 0 11 0 0 0 3 0 0 4 6 0 5 0 0 0 0 0 0 0 0 1 3 3 0 1 2 0 0 0 0 0 0 1 1 4 0 1 0 2 1 5 0 4 5 0 1 0 0 3 0 1 0 1 4 0 0 2 1 3 1"
"Cmpd63","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 2 0 0 0 2 1 0 2 1 2 2 0 0 1 1 0 2 0 2 0 0 0 0 2 1 0 0 2 2 2 1"
"Cmpd64","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 3 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 2 0 0 3 0 0 0 0 3 1 0 0 1 0 0 0 0 1 0 0 8 0 0 0 4 0 0 4 0 0 1 2 4 3 3 5 0 0 3 1 1 0 0 0 21 2 1 1 0 0 1 2 3 2 1 0 0 12 0 0 2 3 0 0 1 1 0 3 0 0 0 0 1 0 3 5 4 1 0 12 2 3 2 0 0 12 7 1 2 0 1 3 5 1 6 13 0 5 2 0 1 13 0 4 0 3 1 3 1 0 1 10 5 7 13 0 5 0 1 13 3 1"
"Cmpd65","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 1 0 0 0 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 1 1 0 1 0 0 0 0 0 0 0 2 0 0 0 0 1 1 1 1 2 0 1 0 0 0 2 2 0 0 0 1 0 1 1 0 2 1 2 2 0 1 0 0 2 1 1"
"Cmpd66","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 2 4 3 3 4 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 2 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 4 0 0 0 2 0 0 0 0 0 2 0 1 0 1 0 4 0 0 0 0 5 0 0 1 0 0 0 0 0 2 0 0 0 0 8 0 6 0 0 5 0 1 0 2 1"
